index,age,begin_month,car,career,cluster,days_income,days_unemployed,edu_type,email,family_size,family_type,gender,house_type,income_per,income_total,income_type,month_birth,month_unemployed,occyp_type,phone,reality,week_birth,week_unemployed,work_phone,credit
10915,62,2.0,1,0,31,4.369510526548087,22657,2,1,2.0,1,1,2,49500.0,99000.0,4,11.0,11.0,10,2,2,0.0,0.0,1,1.0
10916,27,23.0,2,3,11,12.18851570964247,8720,1,1,1.0,4,2,2,135000.0,135000.0,2,5.0,2.0,2,1,2,2.0,1.0,1,1.0
10917,53,56.0,1,4,5,7.358093903293623,17903,2,1,2.0,1,1,2,78750.0,157500.0,1,7.0,8.0,1,2,2,3.0,1.0,1,2.0
10918,46,12.0,1,8,5,7.8876201923076925,13934,2,1,2.0,1,1,2,78750.0,157500.0,2,1.0,8.0,1,2,2,1.0,2.0,2,2.0
10919,66,60.0,2,0,30,8.51431391905232,24312,1,1,2.0,1,2,2,103500.0,207000.0,4,6.0,6.0,10,1,2,1.0,1.0,1,1.0
10920,61,53.0,1,0,16,5.968169761273209,22620,2,1,2.0,1,1,2,67500.0,135000.0,4,10.0,10.0,10,2,2,3.0,3.0,1,2.0
10921,50,4.0,1,5,21,13.240486465280503,16288,2,2,1.0,3,1,2,270000.0,270000.0,2,11.0,2.0,2,1,2,0.0,2.0,1,2.0
10922,40,1.0,2,1,9,5.866249511145874,14392,2,1,2.0,1,1,2,45000.0,90000.0,2,3.0,11.0,4,2,2,3.0,0.0,2,1.0
10923,55,40.0,2,0,23,9.291121816930488,20342,2,1,2.0,1,2,2,94500.0,189000.0,4,6.0,6.0,10,1,2,2.0,2.0,1,2.0
10924,28,17.0,1,2,2,19.77848101265823,9754,4,1,2.0,1,2,1,112500.0,225000.0,2,4.0,1.0,1,2,2,1.0,1.0,2,2.0
10925,41,43.0,1,10,5,8.378105218362679,11491,1,1,2.0,1,1,2,78750.0,157500.0,3,0.0,11.0,3,2,2,3.0,1.0,1,2.0
10926,46,38.0,1,28,31,4.108388416170617,6661,2,1,2.0,1,1,2,56250.0,112500.0,2,3.0,6.0,2,2,2,3.0,3.0,1,2.0
10927,56,50.0,1,1,23,8.48216389425569,19899,2,1,2.0,1,1,2,90000.0,180000.0,1,1.0,3.0,4,1,2,1.0,2.0,1,0.0
10928,51,45.0,1,8,5,7.148043932104929,15728,2,1,2.0,1,1,2,78750.0,157500.0,2,5.0,8.0,15,1,1,1.0,2.0,2,1.0
10929,33,22.0,1,8,0,7.414486258485468,9015,1,1,5.0,1,1,2,22500.0,112500.0,2,7.0,0.0,2,1,1,3.0,3.0,1,0.0
10930,38,50.0,1,8,31,6.467375682667433,11055,1,1,2.0,1,1,2,56250.0,112500.0,2,6.0,8.0,2,2,2,0.0,3.0,1,2.0
10931,55,25.0,1,1,5,7.533001721828965,19714,2,1,2.0,1,1,2,78750.0,157500.0,2,5.0,9.0,13,1,2,1.0,0.0,1,2.0
10932,38,46.0,1,9,32,8.975893315096597,10847,2,1,3.0,4,1,2,52500.0,157500.0,2,5.0,1.0,5,2,2,0.0,1.0,2,1.0
10933,35,19.0,1,14,9,5.4386639564906885,7773,2,1,3.0,1,1,2,33000.0,99000.0,1,0.0,7.0,2,1,1,3.0,2.0,1,2.0
10934,57,36.0,1,0,30,9.662181505868881,20958,2,1,2.0,1,1,2,101250.0,202500.0,4,2.0,2.0,10,1,2,2.0,2.0,1,1.0
10935,29,38.0,1,2,32,12.972697982024759,9772,1,1,4.0,1,1,2,38250.0,153000.0,2,11.0,1.0,4,2,2,0.0,0.0,2,1.0
10936,47,17.0,2,10,16,6.318745611982214,13539,2,1,2.0,1,2,2,67500.0,135000.0,2,5.0,7.0,7,2,1,1.0,2.0,2,0.0
10937,60,25.0,2,0,5,6.9900585833481275,21838,1,1,2.0,1,1,4,78750.0,157500.0,2,7.0,7.0,9,1,2,1.0,3.0,2,0.0
10938,36,5.0,2,8,24,16.296475132786092,10282,2,1,2.0,3,2,2,135000.0,270000.0,2,3.0,6.0,7,1,1,1.0,0.0,1,2.0
10939,59,9.0,2,6,23,7.467020658757156,19262,2,1,2.0,1,2,2,90000.0,180000.0,2,2.0,6.0,7,1,2,1.0,3.0,1,2.0
10940,26,4.0,1,8,5,12.514898688915375,6579,2,2,2.0,1,2,2,78750.0,157500.0,2,7.0,3.0,2,1,2,0.0,3.0,1,1.0
10941,32,16.0,1,2,24,21.320277953253317,11196,3,1,2.0,2,1,5,135000.0,270000.0,2,1.0,1.0,1,1,2,0.0,3.0,1,2.0
10942,40,5.0,1,1,16,8.766803039158386,14147,2,1,2.0,1,1,2,67500.0,135000.0,2,0.0,3.0,3,2,2,2.0,1.0,1,2.0
10943,59,15.0,1,0,9,3.7076028745365495,21847,2,1,2.0,1,1,2,40500.0,81000.0,4,8.0,8.0,10,2,2,1.0,1.0,1,0.0
10944,40,52.0,1,7,24,15.319148936170214,11883,2,1,2.0,1,2,3,135000.0,270000.0,2,11.0,0.0,2,1,2,3.0,1.0,2,1.0
10945,53,3.0,1,0,30,10.315317609902705,19631,1,1,2.0,1,2,2,101250.0,202500.0,4,6.0,6.0,10,1,2,0.0,0.0,1,1.0
10946,27,56.0,2,1,2,21.120811039143902,9551,2,1,2.0,1,2,2,112500.0,225000.0,2,0.0,6.0,2,1,1,3.0,0.0,1,2.0
10947,60,45.0,1,0,23,8.152912401485642,22078,2,1,2.0,1,1,2,90000.0,180000.0,4,3.0,3.0,10,1,2,2.0,2.0,1,2.0
10948,51,55.0,1,4,9,3.552923760177646,17333,2,1,1.0,4,1,2,72000.0,72000.0,2,2.0,1.0,13,1,1,1.0,0.0,2,2.0
10949,48,23.0,1,6,16,6.718089076884797,15371,2,1,2.0,1,1,2,67500.0,135000.0,1,3.0,8.0,12,1,2,1.0,3.0,1,2.0
10950,51,3.0,1,9,9,4.230080572963295,15086,2,1,2.0,1,1,2,47250.0,94500.0,2,11.0,10.0,1,1,1,1.0,3.0,2,1.0
10951,38,25.0,2,15,19,5.543822597676875,8371,1,1,1.0,4,2,2,110250.0,110250.0,2,2.0,3.0,1,1,2,2.0,3.0,1,2.0
10952,48,9.0,2,18,9,3.6586853124110736,10831,2,1,3.0,1,1,2,30000.0,90000.0,3,2.0,1.0,8,2,2,2.0,3.0,2,2.0
10953,45,45.0,2,7,26,11.735252699108122,13833,1,1,3.0,1,1,2,75000.0,225000.0,1,10.0,5.0,3,2,2,1.0,0.0,1,2.0
10954,39,22.0,1,12,31,5.9445178335535,9939,2,2,2.0,1,1,2,56250.0,112500.0,3,1.0,7.0,1,1,2,1.0,3.0,2,2.0
10955,36,31.0,1,7,20,12.526289743906965,10726,2,1,4.0,1,1,2,50625.0,202500.0,2,4.0,9.0,4,1,1,0.0,0.0,1,2.0
10956,31,29.0,1,2,26,17.80767708745548,10463,1,1,3.0,1,1,2,75000.0,225000.0,2,0.0,0.0,7,1,2,1.0,2.0,1,2.0
10957,49,8.0,1,25,31,4.104191747838459,8573,2,1,2.0,3,1,2,56250.0,112500.0,2,11.0,9.0,2,2,2,2.0,0.0,1,2.0
10958,41,17.0,2,5,9,4.743499648629656,13048,2,1,3.0,1,1,2,27000.0,81000.0,2,10.0,2.0,1,1,1,3.0,0.0,2,0.0
10959,41,25.0,1,21,16,5.48064375815572,7478,1,1,2.0,1,1,2,63000.0,126000.0,3,3.0,9.0,6,1,1,0.0,0.0,1,2.0
10960,28,26.0,2,6,26,16.1136309381714,8053,2,1,3.0,1,1,2,67500.0,202500.0,2,7.0,4.0,4,1,2,0.0,2.0,1,2.0
10961,30,9.0,1,12,19,7.149211997966447,6854,2,1,1.0,3,2,2,112500.0,112500.0,2,4.0,0.0,2,1,1,1.0,3.0,1,2.0
10962,51,32.0,1,25,9,3.208213025344883,9403,2,1,2.0,1,1,2,45000.0,90000.0,2,0.0,1.0,15,1,1,3.0,3.0,1,2.0
10963,39,53.0,2,16,20,8.332927245260953,8277,3,1,3.0,1,2,2,57000.0,171000.0,1,11.0,11.0,3,1,2,1.0,2.0,1,1.0
10964,39,35.0,2,19,16,6.433018215356237,7489,3,1,2.0,1,1,2,69750.0,139500.0,2,6.0,9.0,8,1,2,3.0,1.0,2,2.0
10965,48,28.0,1,3,15,13.564969062351262,16279,1,1,3.0,1,1,2,85500.0,256500.0,3,10.0,2.0,3,2,2,1.0,1.0,1,1.0
10966,43,37.0,2,8,31,5.894064022633206,13027,2,1,2.0,1,1,2,56250.0,112500.0,2,7.0,2.0,15,1,2,1.0,1.0,2,2.0
10967,41,16.0,1,9,4,16.983878794414192,11965,2,1,1.0,3,1,2,315000.0,315000.0,2,4.0,2.0,2,1,2,3.0,1.0,1,2.0
10968,24,6.0,2,3,2,22.601707684580614,7693,2,1,2.0,1,2,2,112500.0,225000.0,2,6.0,4.0,1,1,2,0.0,3.0,1,2.0
10969,53,33.0,1,20,35,2.315495442516907,12208,2,1,2.0,2,1,2,31500.0,63000.0,3,8.0,10.0,15,1,2,3.0,0.0,1,2.0
10970,62,15.0,1,0,35,2.9588392583176257,22813,4,1,2.0,1,1,2,33750.0,67500.0,4,4.0,4.0,10,2,1,3.0,3.0,1,2.0
10971,62,5.0,1,0,34,9.478257053841766,22789,2,1,1.0,5,1,2,216000.0,216000.0,4,3.0,3.0,10,2,2,3.0,3.0,1,0.0
10972,37,22.0,1,4,32,10.277324632952691,11941,2,1,4.0,1,1,2,39375.0,157500.0,2,10.0,2.0,6,2,2,3.0,1.0,1,2.0
10973,57,33.0,1,2,34,10.23937380540639,19874,2,1,1.0,5,1,2,225000.0,225000.0,1,1.0,2.0,13,1,2,1.0,3.0,1,2.0
10974,47,3.0,2,0,26,12.782638336552665,17032,2,1,3.0,1,2,2,75000.0,225000.0,1,1.0,3.0,7,1,2,1.0,1.0,1,1.0
10975,49,13.0,2,13,4,12.770695075096054,13030,2,1,1.0,3,2,6,292500.0,292500.0,3,10.0,2.0,3,1,1,2.0,1.0,1,2.0
10976,37,37.0,1,7,33,10.936930368209989,11090,2,1,1.0,3,1,2,180000.0,180000.0,2,3.0,9.0,15,1,1,3.0,0.0,1,1.0
10977,30,7.0,1,5,30,15.505359877488514,9154,2,1,2.0,2,1,2,101250.0,202500.0,2,10.0,5.0,6,1,2,2.0,3.0,1,2.0
10978,64,15.0,1,0,6,8.600552134211085,23545,2,1,1.0,3,1,2,202500.0,202500.0,4,4.0,4.0,10,1,2,3.0,3.0,1,2.0
10979,55,10.0,1,6,33,7.318681318681318,18094,1,1,1.0,5,1,2,166500.0,166500.0,1,8.0,3.0,13,1,2,1.0,0.0,1,2.0
10980,49,17.0,1,18,3,27.48595162472514,11370,2,2,2.0,1,1,2,337500.0,675000.0,2,10.0,7.0,1,1,2,2.0,0.0,1,2.0
10981,43,31.0,2,7,27,15.660973389730685,13343,1,1,3.0,1,1,2,97500.0,292500.0,3,5.0,0.0,6,2,1,3.0,2.0,1,2.0
10982,34,48.0,2,2,24,19.991115059973346,12024,1,2,2.0,1,2,2,135000.0,270000.0,2,5.0,4.0,3,1,2,3.0,1.0,1,2.0
10983,48,32.0,1,4,24,13.848284351438682,16059,2,1,2.0,1,1,2,135000.0,270000.0,2,4.0,7.0,5,2,1,3.0,2.0,2,2.0
10984,40,33.0,2,14,31,4.867256637168142,9426,2,1,2.0,1,1,2,49500.0,99000.0,2,4.0,2.0,15,2,1,2.0,2.0,1,2.0
10985,42,12.0,1,8,4,15.83746600543913,12285,2,1,1.0,4,1,5,297000.0,297000.0,1,1.0,1.0,2,1,2,1.0,3.0,1,1.0
10986,54,54.0,1,1,35,3.311095850093201,19278,2,1,2.0,1,2,2,33750.0,67500.0,2,1.0,6.0,19,1,2,1.0,2.0,1,1.0
10987,50,42.0,2,0,17,19.266791544019267,18469,2,1,2.0,1,1,2,180000.0,360000.0,3,7.0,3.0,8,2,1,1.0,2.0,2,2.0
10988,37,10.0,2,12,15,14.64684821525442,9102,1,1,4.0,1,1,2,67500.0,270000.0,3,2.0,3.0,16,1,1,2.0,0.0,1,1.0
10989,46,25.0,1,4,23,9.694619486185168,15499,1,1,2.0,1,1,2,90000.0,180000.0,2,3.0,0.0,4,1,2,1.0,2.0,1,2.0
10990,54,49.0,1,13,16,5.455427139739756,15102,2,2,2.0,1,2,2,67500.0,135000.0,1,4.0,11.0,7,1,2,2.0,1.0,1,0.0
10991,42,13.0,1,8,4,15.83746600543913,12285,2,1,1.0,4,1,5,297000.0,297000.0,1,1.0,1.0,2,1,2,1.0,3.0,1,1.0
10992,54,43.0,1,1,29,26.103349929907672,19305,1,1,2.0,1,2,2,270000.0,540000.0,1,6.0,7.0,3,1,1,0.0,1.0,1,2.0
10993,39,51.0,1,0,19,6.175804570095382,13969,2,1,1.0,3,1,2,90000.0,90000.0,3,7.0,9.0,1,1,2,2.0,3.0,1,2.0
10994,60,48.0,1,0,6,8.999181892555223,22002,2,1,1.0,5,1,2,198000.0,198000.0,4,1.0,1.0,10,2,1,3.0,3.0,1,2.0
10995,50,15.0,1,12,5,6.7967030595952185,13969,2,1,2.0,5,1,2,78750.0,157500.0,2,7.0,9.0,1,1,1,1.0,3.0,2,2.0
10996,34,15.0,1,1,9,6.77710843373494,11966,2,1,2.0,4,2,2,45000.0,90000.0,2,0.0,2.0,2,1,2,3.0,1.0,2,0.0
10997,54,34.0,2,17,17,14.444318568029908,13627,1,1,2.0,1,1,2,191250.0,382500.0,1,8.0,10.0,3,2,2,0.0,2.0,1,2.0
10998,65,6.0,1,0,33,6.624884327416505,23774,2,1,1.0,5,1,2,157500.0,157500.0,4,0.0,0.0,10,1,2,0.0,0.0,1,2.0
10999,46,37.0,2,0,30,12.030655893536121,16832,2,1,2.0,1,2,2,101250.0,202500.0,4,9.0,9.0,10,2,1,0.0,0.0,1,0.0
11000,34,29.0,1,2,33,13.36104513064133,11516,2,1,1.0,3,2,2,180000.0,180000.0,1,8.0,11.0,2,1,2,0.0,1.0,1,2.0
11001,36,21.0,2,2,26,15.573089700996677,12464,1,1,4.0,1,2,2,56250.0,225000.0,2,4.0,7.0,7,1,2,2.0,0.0,1,0.0
11002,35,47.0,1,12,26,12.913964300063135,8255,1,1,4.0,1,2,2,56250.0,225000.0,3,7.0,11.0,1,1,2,2.0,3.0,1,0.0
11003,40,14.0,2,6,5,9.127789046653144,12373,1,1,2.0,1,1,2,78750.0,157500.0,2,1.0,4.0,2,2,2,0.0,3.0,2,1.0
11004,48,34.0,2,21,35,1.2354879196736743,10028,2,1,2.0,1,1,2,15750.0,31500.0,1,4.0,10.0,13,2,1,1.0,0.0,2,1.0
11005,49,17.0,1,7,13,17.357762777242044,15190,1,1,1.0,3,1,2,360000.0,360000.0,1,10.0,2.0,14,2,2,2.0,2.0,1,0.0
11006,28,3.0,1,3,21,21.334367726920092,8849,2,1,1.0,4,2,2,247500.0,247500.0,2,4.0,6.0,2,1,1,0.0,0.0,2,1.0
11007,47,40.0,1,10,2,10.646351850099366,13616,2,1,2.0,1,1,2,112500.0,225000.0,2,3.0,9.0,1,1,2,2.0,1.0,1,2.0
11008,48,29.0,2,0,30,11.363636363636363,17350,2,1,2.0,1,2,2,101250.0,202500.0,1,10.0,2.0,7,1,2,0.0,2.0,1,2.0
11009,47,14.0,1,20,32,5.390082248662461,9932,5,1,3.0,2,1,2,45000.0,135000.0,2,6.0,7.0,1,2,2,2.0,2.0,1,2.0
11010,63,10.0,1,0,35,2.922457462008053,23097,2,1,2.0,1,1,2,33750.0,67500.0,4,1.0,1.0,10,1,2,3.0,3.0,1,2.0
11011,37,44.0,2,1,15,19.153011278995532,13241,1,1,4.0,1,1,2,67500.0,270000.0,1,11.0,9.0,3,2,2,0.0,3.0,1,0.0
11012,39,8.0,2,9,16,7.5,10990,2,1,2.0,1,2,2,67500.0,135000.0,2,3.0,6.0,2,2,2,2.0,2.0,1,2.0
11013,44,6.0,2,0,2,13.714494697062051,15766,2,1,2.0,1,2,2,112500.0,225000.0,2,8.0,9.0,2,2,2,2.0,0.0,1,2.0
11014,61,1.0,1,0,23,7.966364239876079,22595,1,1,2.0,1,1,2,90000.0,180000.0,4,9.0,9.0,10,2,2,3.0,3.0,1,1.0
11015,36,45.0,2,6,0,8.516275548826647,11138,1,1,4.0,1,1,2,33750.0,135000.0,3,5.0,11.0,6,1,1,3.0,3.0,2,2.0
11016,43,40.0,2,18,0,4.947882306372873,9351,1,1,4.0,1,2,2,28125.0,112500.0,2,6.0,11.0,5,2,1,0.0,3.0,2,2.0
11017,55,5.0,1,15,31,4.3503480278422275,14448,2,1,2.0,1,2,2,56250.0,112500.0,1,11.0,1.0,7,1,1,3.0,0.0,2,2.0
11018,25,7.0,1,2,11,13.34783468459561,8220,2,1,1.0,4,2,2,135000.0,135000.0,2,5.0,10.0,15,1,1,1.0,2.0,1,2.0
11019,53,26.0,2,4,10,14.877438246823784,17817,1,1,2.0,1,1,2,157500.0,315000.0,1,1.0,5.0,9,2,1,1.0,1.0,1,0.0
11020,29,44.0,2,4,26,18.034626482847067,9398,1,1,4.0,1,2,3,56250.0,225000.0,3,4.0,1.0,5,1,1,2.0,2.0,1,1.0
11021,30,33.0,2,5,20,13.950244129272262,9013,1,1,4.0,1,2,2,45000.0,180000.0,1,5.0,0.0,4,2,1,1.0,3.0,2,2.0
11022,45,47.0,2,1,1,21.242697822623473,16127,1,2,3.0,1,2,2,120000.0,360000.0,1,11.0,9.0,2,2,2,2.0,3.0,1,2.0
11023,49,23.0,2,10,20,8.823127080388492,13933,1,1,3.0,1,2,2,64500.0,193500.0,2,9.0,8.0,1,2,1,1.0,2.0,2,2.0
11024,41,45.0,2,0,0,8.330578512396695,14881,1,1,5.0,1,1,2,25200.0,126000.0,2,8.0,4.0,3,1,2,3.0,1.0,1,1.0
11025,41,43.0,2,5,26,11.699116066786065,13105,2,1,3.0,1,2,2,67500.0,202500.0,2,2.0,4.0,7,2,2,0.0,0.0,2,2.0
11026,60,12.0,2,4,24,11.373209772535805,20728,2,1,2.0,1,2,2,135000.0,270000.0,2,9.0,6.0,11,2,2,0.0,1.0,1,1.0
11027,47,44.0,1,26,32,6.07128134017914,7667,1,1,3.0,1,1,2,54000.0,162000.0,1,8.0,3.0,6,1,1,1.0,3.0,1,2.0
11028,66,2.0,1,0,19,3.8885688420706113,24302,2,1,1.0,5,1,2,94500.0,94500.0,4,6.0,6.0,10,1,2,3.0,3.0,1,0.0
11029,40,37.0,2,10,26,12.171372930866601,10786,2,1,4.0,1,2,2,56250.0,225000.0,1,7.0,11.0,1,1,1,2.0,0.0,1,2.0
11030,55,53.0,1,0,9,4.0208488458674605,20145,2,1,2.0,1,1,2,40500.0,81000.0,4,11.0,11.0,10,1,1,1.0,1.0,1,2.0
11031,60,13.0,1,4,12,26.762956669498724,20462,1,1,1.0,3,1,2,630000.0,630000.0,2,1.0,10.0,9,2,2,3.0,3.0,2,2.0
11032,39,21.0,2,0,26,15.550487248600456,14215,2,1,3.0,1,2,2,75000.0,225000.0,2,10.0,5.0,7,1,1,0.0,2.0,1,2.0
11033,43,15.0,1,18,31,4.573777011799019,9349,1,1,2.0,1,1,2,51750.0,103500.0,2,4.0,11.0,1,2,1,0.0,3.0,2,2.0
11034,58,24.0,1,12,8,17.214996174445293,16820,2,1,2.0,1,1,2,225000.0,450000.0,2,8.0,8.0,1,1,2,0.0,2.0,2,2.0
11035,55,27.0,1,3,11,5.926344010159447,19061,2,1,1.0,5,1,2,126000.0,126000.0,1,0.0,11.0,15,2,2,0.0,3.0,2,2.0
11036,43,7.0,1,17,20,9.192428162876208,9555,2,1,4.0,1,1,2,50625.0,202500.0,2,10.0,6.0,8,2,2,0.0,1.0,2,1.0
11037,64,12.0,1,0,33,7.682130510861679,23431,2,1,1.0,4,1,2,180000.0,180000.0,4,1.0,1.0,10,1,2,3.0,3.0,1,1.0
11038,53,33.0,2,0,26,12.379642365887207,19629,1,1,4.0,1,2,6,60750.0,243000.0,4,6.0,6.0,10,1,2,0.0,0.0,1,2.0
11039,33,5.0,2,1,26,15.826494724501758,11879,2,1,3.0,2,1,2,67500.0,202500.0,3,3.0,11.0,15,1,2,2.0,1.0,1,2.0
11040,52,0.0,2,0,9,4.684572142410993,18956,2,1,2.0,1,1,2,45000.0,90000.0,2,0.0,7.0,2,1,2,2.0,0.0,2,1.0
11041,32,16.0,1,0,34,18.664454583160513,11469,2,1,1.0,4,2,4,225000.0,225000.0,2,8.0,10.0,2,1,1,0.0,2.0,1,2.0
11042,44,25.0,1,7,6,10.663507109004739,13566,2,1,1.0,4,1,2,202500.0,202500.0,2,2.0,8.0,1,2,2,1.0,2.0,2,2.0
11043,41,7.0,2,6,8,25.364973789527085,12801,1,1,2.0,1,1,2,225000.0,450000.0,1,5.0,6.0,3,2,2,1.0,0.0,1,2.0
11044,60,50.0,1,14,2,8.608638069310572,16752,1,2,2.0,2,1,2,117000.0,234000.0,3,0.0,6.0,6,1,1,2.0,1.0,1,2.0
11045,39,41.0,1,4,35,3.330044400592008,12614,2,1,2.0,2,1,2,27000.0,54000.0,2,0.0,0.0,2,1,1,3.0,2.0,2,1.0
11046,38,26.0,2,6,9,5.49282880683552,11847,2,1,2.0,1,1,2,45000.0,90000.0,1,2.0,10.0,8,1,2,0.0,0.0,1,2.0
11047,32,3.0,1,0,2,18.52461715791207,11870,1,1,2.0,4,1,2,112500.0,225000.0,1,4.0,11.0,4,1,2,3.0,3.0,1,1.0
11048,53,8.0,2,27,5,5.160202360876897,9356,2,2,2.0,1,1,2,76500.0,153000.0,2,2.0,11.0,5,1,2,2.0,0.0,1,0.0
11049,43,43.0,1,1,33,9.740862143608139,15305,1,1,1.0,3,1,3,157500.0,157500.0,1,8.0,6.0,1,1,1,0.0,2.0,1,1.0
11050,49,31.0,2,7,11,6.483838432351952,15199,2,1,1.0,4,2,2,135000.0,135000.0,2,0.0,2.0,2,1,1,0.0,3.0,2,1.0
11051,37,11.0,1,9,0,6.63012729844413,10114,2,1,3.0,2,1,2,37500.0,112500.0,2,7.0,1.0,6,1,2,2.0,0.0,1,2.0
11052,63,24.0,1,1,16,5.683731896261367,22434,2,1,2.0,1,2,2,67500.0,135000.0,1,1.0,3.0,12,1,2,3.0,0.0,2,2.0
11053,33,28.0,2,0,23,14.593805740230257,11934,2,1,2.0,1,1,3,90000.0,180000.0,2,8.0,1.0,1,2,1,1.0,0.0,1,2.0
11054,48,44.0,1,10,33,7.371524852569503,13870,1,1,1.0,3,1,2,157500.0,157500.0,2,11.0,6.0,1,1,2,0.0,1.0,1,0.0
11055,59,3.0,1,0,16,6.256082302238287,21579,2,1,2.0,1,1,2,67500.0,135000.0,4,11.0,11.0,10,1,2,2.0,2.0,1,1.0
11056,44,18.0,2,2,25,26.43327067669173,15314,1,1,1.0,3,2,2,450000.0,450000.0,1,10.0,6.0,1,2,2,1.0,3.0,2,2.0
11057,27,44.0,2,3,31,10.657894736842104,8628,2,1,2.0,1,1,2,60750.0,121500.0,2,9.0,11.0,8,1,2,2.0,0.0,1,2.0
11058,59,29.0,2,0,35,3.5444562850391512,21583,2,1,3.0,1,1,1,25500.0,76500.0,4,11.0,11.0,10,2,1,3.0,3.0,1,2.0
11059,46,4.0,2,6,19,5.77545048513784,14471,2,2,1.0,4,2,2,112500.0,112500.0,2,1.0,2.0,2,2,2,1.0,3.0,1,1.0
11060,57,15.0,1,0,30,9.575373557783243,21148,1,1,2.0,1,1,2,101250.0,202500.0,4,8.0,8.0,10,2,2,1.0,1.0,1,1.0
11061,32,25.0,2,10,35,4.32442821449164,8053,1,1,4.0,1,1,2,16875.0,67500.0,3,10.0,4.0,6,2,2,2.0,2.0,2,2.0
11062,41,47.0,1,5,35,3.9134972170686457,13074,2,1,2.0,1,1,2,33750.0,67500.0,2,1.0,3.0,4,1,1,1.0,3.0,2,2.0
11063,32,21.0,2,3,0,8.623993867382138,10723,2,1,4.0,1,1,2,28125.0,112500.0,2,0.0,9.0,13,1,2,1.0,3.0,1,1.0
11064,40,31.0,2,1,24,17.678255745433116,14277,2,1,2.0,1,1,2,135000.0,270000.0,1,0.0,7.0,3,1,1,2.0,3.0,1,2.0
11065,63,8.0,1,0,33,7.824045901069287,23006,2,1,1.0,5,1,2,180000.0,180000.0,4,10.0,10.0,10,2,2,2.0,2.0,1,0.0
11066,59,13.0,2,0,31,5.42043085476025,21585,2,1,2.0,2,1,2,58500.0,117000.0,4,11.0,11.0,10,2,1,3.0,3.0,1,2.0
11067,65,9.0,1,0,11,4.8703325979269865,24023,2,1,1.0,3,1,2,117000.0,117000.0,4,8.0,8.0,10,2,2,3.0,3.0,1,2.0
11068,53,3.0,1,5,33,8.39630562552477,17404,2,1,1.0,4,1,2,180000.0,180000.0,2,11.0,4.0,1,1,2,2.0,2.0,1,1.0
11069,35,9.0,2,1,31,8.26901874310915,12187,2,1,2.0,3,1,2,56250.0,112500.0,1,9.0,10.0,1,1,2,2.0,1.0,1,2.0
11070,32,4.0,1,3,0,8.016420106885601,10529,2,1,3.0,1,1,2,34500.0,103500.0,2,6.0,2.0,4,1,1,2.0,0.0,1,1.0
11071,54,33.0,1,0,35,3.0661686771311767,19813,1,1,2.0,1,1,2,30375.0,60750.0,4,0.0,0.0,10,2,2,2.0,2.0,1,2.0
11072,55,9.0,2,0,16,6.699086939261612,20152,2,1,2.0,1,1,2,67500.0,135000.0,4,11.0,11.0,10,2,2,2.0,2.0,1,2.0
11073,56,28.0,1,0,34,10.873767639667504,20692,2,1,1.0,5,1,2,225000.0,225000.0,4,5.0,5.0,10,2,2,0.0,0.0,1,0.0
11074,64,34.0,2,0,5,6.662154731187344,23641,2,1,2.0,1,2,2,78750.0,157500.0,4,8.0,8.0,10,1,1,1.0,1.0,1,2.0
11075,39,2.0,1,1,5,10.441527446300716,13816,2,1,2.0,2,1,2,78750.0,157500.0,3,1.0,4.0,1,1,2,0.0,1.0,1,1.0
11076,59,46.0,2,2,10,13.785557986870897,20892,2,1,2.0,1,2,2,157500.0,315000.0,1,9.0,0.0,7,1,2,0.0,0.0,1,2.0
11077,60,30.0,1,0,19,5.085895117540687,22120,2,1,1.0,4,1,2,112500.0,112500.0,4,5.0,5.0,10,1,1,0.0,0.0,1,1.0
11078,29,25.0,1,6,32,10.415862973535992,8569,2,2,3.0,2,1,2,45000.0,135000.0,1,10.0,9.0,1,1,2,1.0,0.0,1,0.0
11079,47,21.0,2,7,34,11.191802626343016,14842,2,1,1.0,4,2,2,225000.0,225000.0,1,6.0,2.0,3,1,1,0.0,0.0,1,1.0
11080,42,4.0,2,19,23,7.910349373764008,8319,2,1,2.0,2,1,2,90000.0,180000.0,2,1.0,1.0,1,1,2,3.0,0.0,1,2.0
11081,37,33.0,1,3,32,9.084180068636027,12517,2,1,3.0,1,1,3,45000.0,135000.0,1,0.0,9.0,4,1,1,3.0,0.0,1,2.0
11082,25,7.0,2,3,2,21.182451515722086,8336,2,1,2.0,1,2,2,112500.0,225000.0,2,3.0,1.0,2,1,1,2.0,2.0,1,2.0
11083,28,11.0,1,2,19,7.974481658692185,9694,2,1,1.0,4,1,1,90000.0,90000.0,2,1.0,11.0,2,1,1,2.0,0.0,2,2.0
11084,62,24.0,1,0,30,9.343936381709742,22635,2,1,2.0,1,1,2,105750.0,211500.0,4,10.0,10.0,10,1,2,1.0,1.0,1,2.0
11085,36,10.0,2,14,30,11.33197599657094,8190,2,1,2.0,1,2,2,105750.0,211500.0,1,3.0,9.0,1,1,2,2.0,2.0,2,0.0
11086,49,44.0,2,6,24,12.089092951692473,15443,2,1,2.0,1,1,2,123750.0,247500.0,1,10.0,10.0,7,1,2,1.0,2.0,1,2.0
11087,40,51.0,1,5,34,13.458547673166647,12788,1,1,1.0,4,2,2,225000.0,225000.0,2,11.0,6.0,12,1,2,3.0,2.0,1,2.0
